"","fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","quality"
"925",9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,5
"926",8.8,0.66,0.26,1.7,0.074,4,23,0.9971,3.15,0.74,9.2,5
"927",9,0.69,0,2.4,0.088,19,38,0.999,3.35,0.6,9.3,5
"928",6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5
"929",7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4,6
"930",9.9,0.5,0.24,2.3,0.103,6,14,0.9978,3.34,0.52,10,4
"931",6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,7
"932",6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,6
"933",6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,6
"934",9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,6
"935",9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,6
"936",10.1,0.935,0.22,3.4,0.105,11,86,1.001,3.43,0.64,11.3,4
"937",5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,5
"938",7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1,5
"939",8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7
"940",7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,6
"941",11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8
"942",7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5,5
"943",9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,7
"944",8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5
"945",6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3,6
"946",6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,5
"947",7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,6
"948",8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7
"949",8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5,6
"950",10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5
"951",7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,5
"952",9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5
"953",8.4,0.59,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1,5
"954",7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11,5
"955",8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,5
"956",10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5
"957",12.4,0.42,0.49,4.6,0.073,19,43,0.9978,3.02,0.61,9.5,5
"958",7.3,0.65,0,1.2,0.065,15,21,0.9946,3.39,0.47,10,7
"959",7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,6
"960",8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5
"961",8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,7
"962",7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5
"963",9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,6
"964",7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,5
"965",6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11,6
"966",6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4,6
"967",8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,5
"968",7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,5
"969",7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6
"970",10.6,0.44,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4,6
"971",10.6,0.31,0.49,2.5,0.067,6,21,0.9987,3.26,0.86,10.7,6
"972",10.4,0.575,0.61,2.6,0.076,11,24,1,3.16,0.69,9,5
"973",13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6
"974",10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,5
"975",7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,5
"976",9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,7
"977",9.2,0.52,1,3.4,0.61,32,69,0.9996,2.74,2,9.4,4
"978",12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5
"979",8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,6
"980",10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,6
"981",9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,6
"982",7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,7
"983",8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6
"984",7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6
"985",9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,6
"986",12,0.45,0.55,2,0.073,25,49,0.9997,3.1,0.76,10.3,6
"987",8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,5
"988",8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3
"989",8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,7
"990",7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,5
"991",8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,7
"992",13.8,0.49,0.67,3,0.093,6,15,0.9986,3.02,0.93,12,6
"993",7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,6
"994",9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5
"995",6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5
"996",15.9,0.36,0.65,7.5,0.096,22,71,0.9976,2.98,0.84,14.9,5
"997",7.5,0.52,0.16,1.9,0.085,12,35,0.9968,3.38,0.62,9.5,7
"998",6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6
"999",7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,6
"1000",8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,6
"1001",7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7
"1002",11.1,0.35,0.48,3.1,0.09,5,21,0.9986,3.17,0.53,10.5,5
"1003",8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5,6
"1004",8.1,0.87,0,3.3,0.096,26,61,1.00025,3.6,0.72,9.8,4
"1005",6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,7
"1006",7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,6
"1007",9.9,0.72,0.55,1.7,0.136,24,52,0.99752,3.35,0.94,10,5
"1008",10.3,0.44,0.5,4.5,0.107,5,13,0.998,3.28,0.83,11.5,5
"1009",7,0.43,0.36,1.6,0.089,14,37,0.99615,3.34,0.56,9.2,6
"1010",5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,5
"1011",7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,4
"1012",8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1,5
"1013",7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5
"1014",10.6,0.34,0.49,3.2,0.078,20,78,0.9992,3.19,0.7,10,6
"1015",6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5
"1016",7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,5
"1017",10.1,0.27,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5,6
"1018",7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6
"1019",7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,6
"1020",7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,6
"1021",7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,5
"1022",7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,5
"1023",6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,6
"1024",6.7,0.62,0.21,1.9,0.079,8,62,0.997,3.52,0.58,9.3,6
"1025",7.8,0.46,0.26,1.9,0.088,23,53,0.9981,3.43,0.74,9.2,6
"1026",10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6
"1027",9.9,0.54,0.26,2,0.111,7,60,0.99709,2.94,0.98,10.2,5
"1028",8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,6
"1029",10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,7
"1030",9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,5
"1031",7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6
"1032",7.6,0.43,0.4,2.7,0.082,6,11,0.99538,3.44,0.54,12.2,6
"1033",7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6
"1034",8.6,0.49,0.51,2,0.422,16,62,0.9979,3.03,1.17,9,5
"1035",8.6,0.45,0.31,2.6,0.086,21,50,0.9982,3.37,0.91,9.9,6
"1036",6.9,0.49,0.1,2.3,0.074,12,30,0.9959,3.42,0.58,10.2,6
"1037",6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,6
"1038",6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6
"1039",9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,5
"1040",9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10,6
"1041",5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2,5
"1042",8.6,0.645,0.25,2,0.083,8,28,0.99815,3.28,0.6,10,6
"1043",9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,7
"1044",8.2,0.34,0.37,1.9,0.057,43,74,0.99408,3.23,0.81,12,6
"1045",4.6,0.52,0.15,2.1,0.054,8,65,0.9934,3.9,0.56,13.1,4
"1046",10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6
"1047",6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,6
"1048",6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,6
"1049",12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3,6
"1050",8,0.71,0,2.6,0.08,11,34,0.9976,3.44,0.53,9.5,5
"1051",8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,6
"1052",7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,5
"1053",7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6
"1054",7.8,0.43,0.32,2.8,0.08,29,58,0.9974,3.31,0.64,10.3,5
"1055",9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5,6
"1056",13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6
"1057",8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,5
"1058",9.4,0.59,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7,5
"1059",8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7
"1060",7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,6
"1061",7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6
"1062",6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,6
"1063",8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,6
"1064",8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,5
"1065",8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,5
"1066",6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,4
"1067",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6
"1068",8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,6
"1069",6.8,0.915,0.29,4.8,0.07,15,39,0.99577,3.53,0.54,11.1,5
"1070",8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,6
"1071",7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3,7
"1072",7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,5
"1073",6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5
"1074",8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,5
"1075",6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,6
"1076",7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7
"1077",8,0.33,0.53,2.5,0.091,18,80,0.9976,3.37,0.8,9.6,6
"1078",11.4,0.6,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,6
"1079",7.8,0.58,0.02,2,0.073,9,18,0.9968,3.36,0.57,9.5,7
"1080",8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,6
"1081",7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5
"1082",5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,6
"1083",7.9,0.52,0.26,1.9,0.079,42,140,0.9964,3.23,0.54,9.5,5
"1084",7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6
"1085",11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,5
"1086",13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6
"1087",11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6
"1088",7.9,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2,7
"1089",7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,6
"1090",12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,6
"1091",8.7,0.625,0.16,2,0.101,13,49,0.9962,3.14,0.57,11,5
"1092",7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5
"1093",9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,6
"1094",6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6,5
"1095",6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5
"1096",6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,6
"1097",5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2,6
"1098",7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5
"1099",7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,5
"1100",10.7,0.46,0.39,2,0.061,7,15,0.9981,3.18,0.62,9.5,5
"1101",7.8,0.88,0,2.6,0.098,25,67,0.9968,3.2,0.68,9.8,5
"1102",6.3,0.57,0.28,2.1,0.048,13,49,0.99374,3.41,0.6,12.8,5
"1103",7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,5
"1104",6.6,0.5,0.01,1.5,0.06,17,26,0.9952,3.4,0.58,9.8,6
"1105",11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,4
"1106",10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6
"1107",7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,5
"1108",7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,4
"1109",9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5
"1110",8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,5
"1111",10.2,0.24,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4,5
"1112",9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,5
"1113",13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6
"1114",6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5
"1115",7.3,0.695,0,2.5,0.075,3,13,0.998,3.49,0.52,9.2,5
"1116",11.9,0.43,0.66,3.1,0.109,10,23,1,3.15,0.85,10.4,7
"1117",8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,6
"1118",7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,6
"1119",8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,6
"1120",6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5
"1121",7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,5
"1122",9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,5
"1123",7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7
"1124",9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,7
"1125",8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,5
"1126",10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7
"1127",6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,5
"1128",7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4,5
"1129",7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,5
"1130",7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6
"1131",9.5,0.86,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10,5
"1132",7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9,6
"1133",9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,6
"1134",6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7
"1135",6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,6
"1136",10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,7
"1137",7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6
"1138",9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7
"1139",9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,6
"1140",7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,6
"1141",6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,6
"1142",7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,5
"1143",7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,7
"1144",9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,7
"1145",7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,6
"1146",8.1,0.825,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,6
"1147",11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7
"1148",8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11,5
"1149",7.4,0.53,0.26,2,0.101,16,72,0.9957,3.15,0.57,9.4,5
"1150",10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6
"1151",7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,7
"1152",10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,6
"1153",7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,6
"1154",7.8,0.76,0.04,2.3,0.092,15,54,0.997,3.26,0.65,9.8,5
"1155",7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,5
"1156",7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,5
"1157",7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,6
"1158",7.8,0.43,0.7,1.9,0.464,22,67,0.9974,3.13,1.28,9.4,5
"1159",9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,5
"1160",7.7,0.66,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4,5
"1161",8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7,5
"1162",6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1,6
"1163",7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5
"1164",7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6
"1165",8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,4
"1166",7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,5
"1167",8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6
"1168",6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,6
"1169",7.1,0.68,0,2.2,0.073,12,22,0.9969,3.48,0.5,9.3,5
"1170",7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,6
"1171",8.2,0.39,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8,5
"1172",9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,5
"1173",7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9,5
"1174",13.3,0.34,0.52,3.2,0.094,17,53,1.0014,3.05,0.81,9.5,6
"1175",9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12,7
"1176",7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,8
"1177",8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,5
"1178",9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5
"1179",6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7,5
"1180",7.8,0.59,0.33,2,0.074,24,120,0.9968,3.25,0.54,9.4,5
"1181",7.8,0.5,0.3,1.9,0.075,8,22,0.9959,3.31,0.56,10.4,6
"1182",8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7
"1183",8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7
"1184",6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6
"1185",11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6
"1186",10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7
"1187",6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,5
"1188",10,0.35,0.45,2.5,0.092,20,88,0.99918,3.15,0.43,9.4,5
"1189",7.5,0.53,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,6
"1190",8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,7
"1191",9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,5
"1192",9,0.47,0.31,2.7,0.084,24,125,0.9984,3.31,0.61,9.4,5
"1193",7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,5
"1194",7.7,0.53,0.06,1.7,0.074,9,39,0.99615,3.35,0.48,9.8,6
"1195",9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,6
"1196",10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,5
"1197",6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5,6
"1198",8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,7
"1199",7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6
"1200",9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,6
"1201",7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,5
"1202",8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2,5
"1203",8.1,0.67,0.55,1.8,0.117,32,141,0.9968,3.17,0.62,9.4,5
"1204",11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,7
"1205",10.5,0.39,0.46,2.2,0.075,14,27,0.99598,3.06,0.84,11.4,6
"1206",8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6
"1207",10.3,0.59,0.42,2.8,0.09,35,73,0.999,3.28,0.7,9.5,6
"1208",6.8,0.775,0,3,0.102,8,23,0.9965,3.45,0.56,10.7,5
"1209",7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5
"1210",7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,5
"1211",10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6
"1212",7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5
"1213",9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,5
"1214",8.6,0.47,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4,5
"1215",11.8,0.26,0.52,1.8,0.071,6,10,0.9968,3.2,0.72,10.2,7
"1216",6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7
"1217",11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,6
"1218",8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,7
"1219",8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5
"1220",9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,7
"1221",6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,6
"1222",9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,5
"1223",9.5,0.55,0.66,2.3,0.387,12,37,0.9982,3.17,0.67,9.6,5
"1224",9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,5
"1225",8.2,0.4,0.44,2.8,0.089,11,43,0.9975,3.53,0.61,10.5,6
"1226",8.4,0.715,0.2,2.4,0.076,10,38,0.99735,3.31,0.64,9.4,5
"1227",7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10,8
"1228",7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,5
